Name,Phone,Category,Query,Link
KFC Daan Mogot,08117157053,restaurant,restaurant in Jakarta Barat,https://www.google.com/maps/place/KFC+Daan+Mogot/data=!4m7!3m6!1s0x2e69f86eac64b397:0xc78a95781617ad59!8m2!3d-6.162924!4d106.7730028!16s%2Fg%2F1hm5d8pwy!19sChIJl7NkrG74aS4RWa0XFniVisc?authuser=0&hl=id&rclk=1
Reset Coffee - Green Garden,087821879887,restaurant,restaurant in Jakarta Barat,https://www.google.com/maps/place/Reset+Coffee+-+Green+Garden/data=!4m7!3m6!1s0x2e69f70005432f0b:0xefbbf24b4b2c5d83!8m2!3d-6.1656713!4d106.7622002!16s%2Fg%2F11wtf03r5c!19sChIJCy9DBQD3aS4Rg10sS0vyu-8?authuser=0&hl=id&rclk=1
Iseul Barbershop,08559994333,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/Iseul+Barbershop/data=!4m7!3m6!1s0x2e6a03c23f8bf663:0x99482a73350152a1!8m2!3d-6.1254054!4d106.7117893!16s%2Fg%2F11lqj2drxl!19sChIJY_aLP8IDai4RoVIBNXMqSJk?authuser=0&hl=id&rclk=1
Beyond Premium Barbershop,082310287965,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/Beyond+Premium+Barbershop/data=!4m7!3m6!1s0x2e6a03896587d3a7:0x5161f05d5c971fab!8m2!3d-6.1235873!4d106.7100996!16s%2Fg%2F11yr99qdj_!19sChIJp9OHZYkDai4Rqx-XXF3wYVE?authuser=0&hl=id&rclk=1
BAGUS BARBERSHOP cabang taman surya,081808522775,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/BAGUS+BARBERSHOP+cabang+taman+surya/data=!4m7!3m6!1s0x2e6a032a20216b69:0x3a693a118c483db4!8m2!3d-6.1294565!4d106.7037304!16s%2Fg%2F11qq9hzbvw!19sChIJaWshICoDai4RtD1IjBE6aTo?authuser=0&hl=id&rclk=1
Barberhive,081806059090,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/Barberhive/data=!4m7!3m6!1s0x2e6a02ac183ede6d:0x19687fe0d153bdda!8m2!3d-6.1326829!4d106.7182999!16s%2Fg%2F11c0y109sj!19sChIJbd4-GKwCai4R2r1T0eB_aBk?authuser=0&hl=id&rclk=1
Tux Barbershop Citra Garden,081262971886,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/Tux+Barbershop+Citra+Garden/data=!4m7!3m6!1s0x2e6a0305e3a750cf:0xed936484f7aa4a77!8m2!3d-6.1209296!4d106.704619!16s%2Fg%2F11tsts2j7s!19sChIJz1Cn4wUDai4Rd0qq94Rkk-0?authuser=0&hl=id&rclk=1
Boyzone Barbershop - Taman Surya,081282167005,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/Boyzone+Barbershop+-+Taman+Surya/data=!4m7!3m6!1s0x2e6a0308c3c4cea1:0x99ce233faa30f5fa!8m2!3d-6.1342891!4d106.7167748!16s%2Fg%2F11p5rdty03!19sChIJoc7EwwgDai4R-vUwqj8jzpk?authuser=0&hl=id&rclk=1
CROWN BARBER SHOP,081394399888,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/CROWN+BARBER+SHOP/data=!4m7!3m6!1s0x2e6a02aea58b0ea5:0xbc4ceacf91231184!8m2!3d-6.1333967!4d106.7169531!16s%2Fg%2F11hbr5vl41!19sChIJpQ6Lpa4Cai4RhBEjkc_qTLw?authuser=0&hl=id&rclk=1
BAGUS BARBERSHOP cabang menceng,081227206963,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/BAGUS+BARBERSHOP+cabang+menceng/data=!4m7!3m6!1s0x2e6a1df027b958f7:0x5bd8f34e6da234a7!8m2!3d-6.1272116!4d106.7250314!16s%2Fg%2F11tjc4ny9r!19sChIJ91i5J_Adai4RpzSibU7z2Fs?authuser=0&hl=id&rclk=1
IRASAI BARBERSHOP ( Siau Ing Music ),081314930731,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/IRASAI+BARBERSHOP+%28+Siau+Ing+Music+%29/data=!4m7!3m6!1s0x2e6a02abb2c9c9ab:0xd1dffe2b29b0abb5!8m2!3d-6.130475!4d106.715277!16s%2Fg%2F11f3b35bcl!19sChIJq8nJsqsCai4RtauwKSv-39E?authuser=0&hl=id&rclk=1
Camps & Co Barbershop,081330094303,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/Camps+%26+Co+Barbershop/data=!4m7!3m6!1s0x2e69f9051fae1b1f:0xa9ed2e7503f7d6b0!8m2!3d-6.1372724!4d106.7226975!16s%2Fg%2F11fd4qyn8d!19sChIJHxuuHwX5aS4RsNb3A3Uu7ak?authuser=0&hl=id&rclk=1
Jthebarber Barbershop Citra Garden 2,081265191722,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/Jthebarber+Barbershop+Citra+Garden+2/data=!4m7!3m6!1s0x2e6a03fbfd71c903:0x76c1f3ee4ebc6bf5!8m2!3d-6.1421726!4d106.7070783!16s%2Fg%2F11lds8c5ch!19sChIJA8lx_fsDai4R9Wu8Tu7zwXY?authuser=0&hl=id&rclk=1
Gunting Ganteng Barbershop,087888333951,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/Gunting+Ganteng+Barbershop/data=!4m7!3m6!1s0x2e6a0330f1faba15:0x54ee21bad6b0c416!8m2!3d-6.124774!4d106.7231461!16s%2Fg%2F11w1hs8r7q!19sChIJFbr68TADai4RFsSw1roh7lQ?authuser=0&hl=id&rclk=1
Captain Barbershop Daan Mogot,082123161872,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/Captain+Barbershop+Daan+Mogot/data=!4m7!3m6!1s0x2e69f9402a73eacf:0xbe4e64616bde9416!8m2!3d-6.1496535!4d106.7148239!16s%2Fg%2F11lnw0ly68!19sChIJz-pzKkD5aS4RFpTea2FkTr4?authuser=0&hl=id&rclk=1
D'Mens Barbershop Taman Palem,082191002012,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/D%27Mens+Barbershop+Taman+Palem/data=!4m7!3m6!1s0x2e6a03e09581872d:0xe0dfd0ccbf68d55c!8m2!3d-6.1348873!4d106.720467!16s%2Fg%2F11j0j__f5w!19sChIJLYeBleADai4RXNVov8zQ3-A?authuser=0&hl=id&rclk=1
Barbershop The Kush,089652951151,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/Barbershop+The+Kush/data=!4m7!3m6!1s0x2e6a03004a0c3785:0x93e72dd5ae19dd39!8m2!3d-6.1222745!4d106.7004546!16s%2Fg%2F11y5fsv3yv!19sChIJhTcMSgADai4ROd0ZrtUt55M?authuser=0&hl=id&rclk=1
Neshia BARBERSHOP,087877907210,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/Neshia+BARBERSHOP/data=!4m7!3m6!1s0x2e6a034590004003:0xb7a488a0f8d01c6a!8m2!3d-6.1092997!4d106.6991276!16s%2Fg%2F11gl64c0c4!19sChIJA0AAkEUDai4RahzQ-KCIpLc?authuser=0&hl=id&rclk=1
"""Pangkas Bukan Barbershop""",08978218166,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/%22Pangkas+Bukan+Barbershop%22/data=!4m7!3m6!1s0x2e6a03325322a255:0x979f5f5eb1c0403e!8m2!3d-6.1379806!4d106.7155511!16s%2Fg%2F11mzgk6n49!19sChIJVaIiUzIDai4RPkDAsV5fn5c?authuser=0&hl=id&rclk=1
Top One Barbershop,085715079029,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/Top+One+Barbershop/data=!4m7!3m6!1s0x2e69f96e56c0ce85:0x38b682e5179f87c!8m2!3d-6.1451678!4d106.6951423!16s%2Fg%2F11w42kspbb!19sChIJhc7AVm75aS4RfPh5US5oiwM?authuser=0&hl=id&rclk=1
BARBERTOPIA CITRA 8,081319412197,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/BARBERTOPIA+CITRA+8/data=!4m7!3m6!1s0x2e6a030004ea381d:0xd0622229c72ffce0!8m2!3d-6.1291853!4d106.6920211!16s%2Fg%2F11lyblb90n!19sChIJHTjqBAADai4R4PwvxykiYtA?authuser=0&hl=id&rclk=1
Depan Cermin Barbershop,081110135505,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/Depan+Cermin+Barbershop/data=!4m7!3m6!1s0x2e6a03732f2d7bd5:0x55a14b22b716208e!8m2!3d-6.124171!4d106.6936325!16s%2Fg%2F11yczwj7vz!19sChIJ1XstL3MDai4RjiAWtyJLoVU?authuser=0&hl=id&rclk=1
HSA Barbershop,087780851528,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/HSA+Barbershop/data=!4m7!3m6!1s0x2e69f9e8d2fcf1f7:0xef34f7de248eb6f5!8m2!3d-6.1402277!4d106.7026941!16s%2Fg%2F11y_hj6h4r!19sChIJ9_H80uj5aS4R9baOJN73NO8?authuser=0&hl=id&rclk=1
El Patron Barbershop,081338382909,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/El+Patron+Barbershop/data=!4m7!3m6!1s0x2158c7046fd2086b:0xbc05bcb69d6a67d2!8m2!3d-6.1282715!4d106.6917243!16s%2Fg%2F11ydybc624!19sChIJawjSbwTHWCER0mdqnba8Bbw?authuser=0&hl=id&rclk=1
New-Big BOS BARBERSHOP,085219161302,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/New-Big+BOS+BARBERSHOP/data=!4m7!3m6!1s0x2e69f900178c9ecb:0xd8e95f0d76d3835f!8m2!3d-6.1396721!4d106.7170575!16s%2Fg%2F11ydz4v59f!19sChIJy56MFwD5aS4RX4PTdg1f6dg?authuser=0&hl=id&rclk=1
Dzibran Barbershop 1 Rawa Lele,085776152318,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/Dzibran+Barbershop+1+Rawa+Lele/data=!4m7!3m6!1s0x2e69f99965492b97:0xbf8dae9e2c64c5ed!8m2!3d-6.1440724!4d106.6919141!16s%2Fg%2F11gl27_qck!19sChIJlytJZZn5aS4R7cVkLJ6ujb8?authuser=0&hl=id&rclk=1
AVA Barbershop,083897093838,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/AVA+Barbershop/data=!4m7!3m6!1s0x2e69f91b08150823:0xb61e4209700dae52!8m2!3d-6.1479707!4d106.7178044!16s%2Fg%2F11g042nq28!19sChIJIwgVCBv5aS4RUq4NcAlCHrY?authuser=0&hl=id&rclk=1
Suki Barbershop,089685106662,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/Suki+Barbershop/data=!4m7!3m6!1s0x2e69f90e2ac515ef:0xb1affd4c872020ae!8m2!3d-6.1407408!4d106.7050971!16s%2Fg%2F11sddtyp66!19sChIJ7xXFKg75aS4RriAgh0z9r7E?authuser=0&hl=id&rclk=1
de' NATHAN BARBERSHOP,081299353535,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/de%27+NATHAN+BARBERSHOP/data=!4m7!3m6!1s0x2e6a03e09bedcf61:0x28467f885330af11!8m2!3d-6.1331134!4d106.6922927!16s%2Fg%2F11frmnyv0t!19sChIJYc_tm-ADai4REa8wU4h_Rig?authuser=0&hl=id&rclk=1
Suki Barbershop,089685106662,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/Suki+Barbershop/data=!4m7!3m6!1s0x2e69f9e6b40ac755:0xb0e29bf162571096!8m2!3d-6.1385235!4d106.7160173!16s%2Fg%2F11vs7tvhy1!19sChIJVccKtOb5aS4RlhBXYvGb4rA?authuser=0&hl=id&rclk=1
BALI Barbershop,081776493939,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/BALI+Barbershop/data=!4m7!3m6!1s0x2e69f82b0125cba1:0x6145acdaee2434ea!8m2!3d-6.1774491!4d106.7202674!16s%2Fg%2F11tnwjy5jn!19sChIJocslASv4aS4R6jQk7tqsRWE?authuser=0&hl=id&rclk=1
K-one Barbershop,089630149358,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/K-one+Barbershop/data=!4m7!3m6!1s0x2e69f90064fcacb7:0x6e963f5af659f42b!8m2!3d-6.1421935!4d106.7074755!16s%2Fg%2F11yf6m242b!19sChIJt6z8ZAD5aS4RK_RZ9lo_lm4?authuser=0&hl=id&rclk=1
MaxDon Barbershop,082239898027,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/MaxDon+Barbershop/data=!4m7!3m6!1s0x2e69f9ceaba7dc3b:0x525f09dcd4ab8d48!8m2!3d-6.1399648!4d106.7212399!16s%2Fg%2F11lyc9lf9j!19sChIJO9ynq875aS4RSI2r1NwJX1I?authuser=0&hl=id&rclk=1
Cutlah Barbershop,087877897778,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/Cutlah+Barbershop/data=!4m7!3m6!1s0x2e6a1d1368ccd77d:0xd8940973dd2c6af8!8m2!3d-6.1355648!4d106.7327533!16s%2Fg%2F11h_5yk9f7!19sChIJfdfMaBMdai4R-Gos3XMJlNg?authuser=0&hl=id&rclk=1
Twomore Barbershop,087837120249,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/Twomore+Barbershop/data=!4m7!3m6!1s0x2e6a1d8c0c4106db:0x7d30bf4821f6bc80!8m2!3d-6.1352984!4d106.7496633!16s%2Fg%2F11g20g9q18!19sChIJ2wZBDIwdai4RgLz2IUi_MH0?authuser=0&hl=id&rclk=1
Panglima Barbershop,0895327943181,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/Panglima+Barbershop/data=!4m7!3m6!1s0x2e6a03004efdda91:0xe1468f303c34faa0!8m2!3d-6.1289207!4d106.7039642!16s%2Fg%2F11wqnxm03k!19sChIJkdr9TgADai4RoPo0PDCPRuE?authuser=0&hl=id&rclk=1
FI Barbershop City Resort,085709079190,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/FI+Barbershop+City+Resort/data=!4m7!3m6!1s0x2e6a1db5a37e4e35:0xad0f896af8c1113c!8m2!3d-6.1323884!4d106.7347118!16s%2Fg%2F11hy_5kkmb!19sChIJNU5-o7Udai4RPBHB-GqJD60?authuser=0&hl=id&rclk=1
Sheriff Barbershop,08562979021,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/Sheriff+Barbershop/data=!4m7!3m6!1s0x2e6a1d581bc4c60f:0x2b9c9af9e94c386b!8m2!3d-6.1373886!4d106.7355654!16s%2Fg%2F11df07lf41!19sChIJD8bEG1gdai4RazhM6fmanCs?authuser=0&hl=id&rclk=1
FI Barbershop Semanan 2,085709079190,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/FI+Barbershop+Semanan+2/data=!4m7!3m6!1s0x2e69f820a5a0ac87:0x820cbaae12e86ade!8m2!3d-6.1638796!4d106.7225134!16s%2Fg%2F11csh28pgd!19sChIJh6ygpSD4aS4R3mroEq66DII?authuser=0&hl=id&rclk=1
Abad versi Barbershop1,085692313509,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/Abad+versi+Barbershop1/data=!4m7!3m6!1s0x2e6a02df809e169b:0xe41682fed4709a4!8m2!3d-6.0984344!4d106.7029747!16s%2Fg%2F11d_xm706d!19sChIJmxaegN8Cai4RpAlH7S9oQQ4?authuser=0&hl=id&rclk=1
Top Boy barbershop,081293892673,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/Top+Boy+barbershop/data=!4m7!3m6!1s0x2e6a03d3222a9a4b:0x8aee537f58466b2f!8m2!3d-6.1259185!4d106.7234191!16s%2Fg%2F11v0td9cmv!19sChIJS5oqItMDai4RL2tGWH9T7oo?authuser=0&hl=id&rclk=1
Barber Shop Satria,083857681327,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/Barber+Shop+Satria/data=!4m7!3m6!1s0x2e69f8048a2e07cd:0x8c21478d2d78d792!8m2!3d-6.146851!4d106.7164026!16s%2Fg%2F11j8qdytpy!19sChIJzQcuigT4aS4Rktd4LY1HIYw?authuser=0&hl=id&rclk=1
Imi Barbershop Cabang Duri Kosambi,081384852636,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/Imi+Barbershop+Cabang+Duri+Kosambi/data=!4m7!3m6!1s0x2e69f7b54a2cec87:0xca67b2d7c757022!8m2!3d-6.1741943!4d106.7255728!16s%2Fg%2F11ldtywxxj!19sChIJh-wsSrX3aS4RInB1fC17pgw?authuser=0&hl=id&rclk=1
FIYU BARBERSHOP,085789041981,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/FIYU+BARBERSHOP/data=!4m7!3m6!1s0x2e69f700084169fb:0xdb4a36a3a1afce6e!8m2!3d-6.1607966!4d106.7524334!16s%2Fg%2F11yq57c5n8!19sChIJ-2lBCAD3aS4Rbs6voaM2Sts?authuser=0&hl=id&rclk=1
Son's Barbershop,082167898677,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/Son%27s+Barbershop/data=!4m7!3m6!1s0x2e69f93d1bf74233:0x21cd50f39fa9e287!8m2!3d-6.1731592!4d106.6932003!16s%2Fg%2F11ks54b2tv!19sChIJM0L3Gz35aS4Rh-Kpn_NQzSE?authuser=0&hl=id&rclk=1
KULMN BARBERSHOP SEMANAN,0895411871843,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/KULMN+BARBERSHOP+SEMANAN/data=!4m7!3m6!1s0x2e69f9001c006e17:0x6b39f45faa5bac69!8m2!3d-6.1755115!4d106.7030733!16s%2Fg%2F11wqvr_t76!19sChIJF24AHAD5aS4Raaxbql_0OWs?authuser=0&hl=id&rclk=1
TRUTH BARBERSHOP,08988084546,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/TRUTH+BARBERSHOP/data=!4m7!3m6!1s0x2e69f98a020bc14b:0xfa5a44bb557aa8a7!8m2!3d-6.1732245!4d106.6896332!16s%2Fg%2F11q2s9v378!19sChIJS8ELAor5aS4Rp6h6VbtEWvo?authuser=0&hl=id&rclk=1
Barbershop Terdekat,085707233277,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/Barbershop+Terdekat/data=!4m7!3m6!1s0x2e6a1d52f56a7689:0x91232e3aff741b46!8m2!3d-6.1782464!4d106.7884827!16s%2Fg%2F11jz5c6chr!19sChIJiXZq9VIdai4RRht0_zouI5E?authuser=0&hl=id&rclk=1
Barbershop Lamone,082125995993,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/Barbershop+Lamone/data=!4m7!3m6!1s0x2e69f7c36833464f:0x6ab495f05794a4f2!8m2!3d-6.1651103!4d106.7460505!16s%2Fg%2F11m840t_0n!19sChIJT0YzaMP3aS4R8qSUV_CVtGo?authuser=0&hl=id&rclk=1
Bow Barbershop Jelambar,081286002298,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/Bow+Barbershop+Jelambar/data=!4m7!3m6!1s0x2e69f7a08e6dde01:0x77b45e52dd04d9ba!8m2!3d-6.154821!4d106.7885187!16s%2Fg%2F11tsv053fj!19sChIJAd5tjqD3aS4RutkE3VJetHc?authuser=0&hl=id&rclk=1
Pangkas Rambut Favorit Barbershop,081317660008,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/Pangkas+Rambut+Favorit+Barbershop/data=!4m7!3m6!1s0x2e69f83f07dce20d:0x8d7bc84a238975e9!8m2!3d-6.1620229!4d106.7025451!16s%2Fg%2F11h_82krlr!19sChIJDeLcBz_4aS4R6XWJI0rIe40?authuser=0&hl=id&rclk=1
Double R barbershop,083124868919,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/Double+R+barbershop/data=!4m7!3m6!1s0x2e69f9e5573f50df:0x93156691e7e0904e!8m2!3d-6.1456119!4d106.7133959!16s%2Fg%2F11svm8y_p8!19sChIJ31A_V-X5aS4RTpDg55FmFZM?authuser=0&hl=id&rclk=1
J Cuts Barbershop Jelambar,081770707077,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/J+Cuts+Barbershop+Jelambar/data=!4m7!3m6!1s0x2e69f75b0c31d8d3:0xe5c65d9963e6d51f!8m2!3d-6.146455!4d106.7832017!16s%2Fg%2F11vk8bd3b5!19sChIJ09gxDFv3aS4RH9XmY5ldxuU?authuser=0&hl=id&rclk=1
Maximus Barbershop And Coffee,081617229999,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/Maximus+Barbershop+And+Coffee/data=!4m7!3m6!1s0x2e69f659eda9e159:0x9aded353e9a4fa9b!8m2!3d-6.173385!4d106.7838287!16s%2Fg%2F11g9dvsxvy!19sChIJWeGp7Vn2aS4Rm_qk6VPT3po?authuser=0&hl=id&rclk=1
BLOC BARBER,08119000208,barbershop,barbershop in Jakarta Barat,https://www.google.com/maps/place/BLOC+BARBER/data=!4m7!3m6!1s0x2e6a031465ac17b7:0x687cfd83ccd9d94a!8m2!3d-6.177019!4d106.78866!16s%2Fg%2F11t7t24ktd!19sChIJtxesZRQDai4RStnZzIP9fGg?authuser=0&hl=id&rclk=1
