No,Business name,category,instaram,whatsapp,Valid point,website external
262,"Bengkel Jaya Mobil","bengkel","https://instagram.com/bengkeljayamobil","089686323527","3","non existed"
263,"CITRA SEPEDA","bengkel","https://instagram.com/citrasepeda","083139170878","3","non existed"
264,"Widodo Bengkel Mobil","bengkel","https://instagram.com/widodobengkelmobil","085215962112","3","non existed"
265,"Bengkel mobil umum","bengkel","https://instagram.com/bengkelmobilumum","085692427937","3","non existed"
266,"Bengkel mobil gaweng","bengkel","https://instagram.com/bengkelmobilgaweng","089514575569","3","non existed"
267,"Mizu Laundry","laundry","https://instagram.com/mizulaundry","081399779564","3","non existed"
268,"Permata laundry","laundry","https://instagram.com/permatalaundry","085211509596","3","non existed"
269,"Jakarta Coin Laundry","laundry","https://instagram.com/jakartacoinlaundry","087785172996","3","non existed"
270,"Kato Laundry Taman Palem","laundry","https://instagram.com/katolaundrytamanpalem","085923227111","3","non existed"
271,"Randory laundry kilo jakarta barat","laundry","https://instagram.com/randorylaundrykilojakartabarat","082211139872","3","non existed"
272,"Casto Laundry dan Treatment","laundry","https://instagram.com/castolaundrydantreatment","081250004527","3","non existed"
273,"King-Kong Wash Citra 6","laundry","https://instagram.com/kingkongwashcitra6","085156469938","3","non existed"
274,"Yellobee Laundry Pasar Laris Palm Paradise","laundry","https://instagram.com/yellobeelaundrypasarlarispalmparadise","085891277723","3","non existed"
275,"Blessing Laundry Express","laundry","https://instagram.com/blessinglaundryexpress","087776600230","3","non existed"
276,"My Laundry","laundry","https://instagram.com/mylaundry","085697331288","3","non existed"
277,"Get Kleen Laundry","laundry","https://instagram.com/getkleenlaundry","08179755888","3","non existed"
278,"Bless Laundry Menceng","laundry","https://instagram.com/blesslaundrymenceng","081316167745","3","non existed"
279,"SuperFast LAUNDRY","laundry","https://instagram.com/superfastlaundry","081952520790","3","non existed"
280,"My Home Laundry","laundry","https://instagram.com/myhomelaundry","08128906020","3","non existed"
281,"Cemara Laundry Cuci & Gosok","laundry","https://instagram.com/cemaralaundrycucigosok","089636151917","3","non existed"
282,"Permata Laundry Dry & Cleaning","laundry","https://instagram.com/permatalaundrydrycleaning","081382363293","3","non existed"
283,"VICTORY LAUNDRY EXPRESS","laundry","https://instagram.com/victorylaundryexpress","087776600230","3","non existed"
284,"Ting Tong Laundry Menceng","laundry","https://instagram.com/tingtonglaundrymenceng","085283246800","3","non existed"
285,"Laundry Syariah","laundry","https://instagram.com/laundrysyariah","087782404706","3","non existed"
286,"Bong Laundry","laundry","https://instagram.com/bonglaundry","089651608181","3","non existed"
287,"Ok Laundry","laundry","https://instagram.com/oklaundry","081389795778","3","non existed"
288,"Blueberry Laundry","laundry","https://instagram.com/blueberrylaundry","087791122529","3","non existed"
289,"Faith Laundry Express","laundry","https://instagram.com/faithlaundryexpress","087776600230","3","non existed"
290,"d'Zahr Laundry","laundry","https://instagram.com/dzahrlaundry","08179854195","3","non existed"
291,"One Laundry","laundry","https://instagram.com/onelaundry","082123788832","3","non existed"
292,"OSI Laundry","laundry","https://instagram.com/osilaundry","081905528509","3","non existed"
293,"Jemmy laundry","laundry","https://instagram.com/jemmylaundry","0895330029224","3","non existed"
294,"Mira Laundry","laundry","https://instagram.com/miralaundry","081314780078","3","non existed"
295,"Aero Fresh Laundry","laundry","https://instagram.com/aerofreshlaundry","081290905724","3","non existed"
296,"Family Laundry kiloan & Satuan","laundry","https://instagram.com/familylaundrykiloansatuan","085207253422","3","non existed"
297,"Wijaya laundry","laundry","https://instagram.com/wijayalaundry","083891364039","3","non existed"
298,"Nayla Laundry Express","laundry","https://instagram.com/naylalaundryexpress","082139975110","3","non existed"
299,"Rezeki Laundry","laundry","https://instagram.com/rezekilaundry","081328170899","3","non existed"
300,"Karo Laundry","laundry","https://instagram.com/karolaundry","082211479243","3","non existed"
